Loan Amount,Funded Amount,Funded Amount Investor,Term,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,BAD
20610,11253,10864.22794,58,18.20538183,E,E2,RENT,139051.6666,Source Verified,35.69960256,1,0,13,0,4572,50.71649365,8,f,6142.571923,0.101236014,2.114126743,1.069793683,0,INDIVIDUAL,111,22,48999,40462,0
21791,8793,14611.99841,59,9.095653313,B,B5,MORTGAGE,63324.76995,Source Verified,19.18755684,0,0,10,0,19875,18.05441131,14,f,7296.277177,0.0433702459999999,1.035275814,0.816193893,0,INDIVIDUAL,120,9382,74904,1057,0
15785,26017,15106.01493,59,11.24124388,C,C3,MORTGAGE,80944.19476,Source Verified,21.62779578,0,0,14,0,20539,46.46078569,22,w,5219.797022,0.021822509,2.980157004,0.457719318,0,INDIVIDUAL,76,31,183286,27065,1
7442,14698,10128.02341,59,6.29293197,B,C5,MORTGAGE,108518.1126,Source Verified,11.34849469,0,0,14,0,13457,25.18478098,11,w,6279.923653,0.036727853,2.810813759,0.058662472,0,INDIVIDUAL,67,49,118907,43833,0
10842,17568,19701.0188,58,11.03899652,C,D5,MORTGAGE,74742.68848,Not Verified,19.09580506,0,0,11,0,45714,67.76070699,13,w,1318.49279,0.102884043,0.7737786190000001,0.161300936,0,INDIVIDUAL,55,36,124502,36023,0
13275,22248,10318.36533,59,15.21773741,E,A4,MORTGAGE,203601.3968,Source Verified,26.91433732,0,0,13,0,4824,61.32133204,18,f,1755.69746,0.099811767,3.1896217030000003,0.74916496,0,INDIVIDUAL,82,1636,32968,2325,0
15989,7909,14876.23884,59,13.07534452,E,D2,RENT,40912.5337,Source Verified,26.59773387,1,1,11,0,5811,63.54233766,26,f,1538.601959,27.20216753,4.337896999,0.91615477,0,INDIVIDUAL,158,35,182881,5585,1
6971,17490,21419.21144,59,9.292163906,D,B3,MORTGAGE,44166.4274,Not Verified,16.84384033,0,0,18,0,2259,46.2719693,16,w,4035.59028,0.111184074,0.01249262,0.896524793,0,INDIVIDUAL,9,31,170589,48999,0
16325,12529,6433.165551,58,7.700857847999999,C,C3,MORTGAGE,68119.82577000001,Not Verified,17.34940963,0,0,11,0,12496,78.14911366,23,f,1759.830271,0.011317346,1.899519614,0.5693585760000001,0,INDIVIDUAL,16,42,240174,12270,0
8515,33207,20876.79786,58,8.795848001,F,B3,RENT,60184.44529,Source Verified,32.58924991,0,0,12,0,6638,74.16294207,9,f,279.4284719,0.012614407,6.461601527000001,1.540752858,0,INDIVIDUAL,63,384,56354,33873,0
12565,10971,8391.375926,58,12.12834506,D,C4,MORTGAGE,50192.25892,Source Verified,22.86800057,0,0,15,0,334,68.27493471,17,f,1296.589049,0.095966636,2.3728269,0.886914915,0,INDIVIDUAL,62,30,67028,1500,0
14921,30288,12188.22516,58,9.281221153,C,D1,MORTGAGE,75669.59551,Source Verified,15.67683563,0,0,17,0,5614,48.02533419,24,f,623.1446906,0.014639515,6.207154406,0.511912461,0,INDIVIDUAL,46,55,409711,52761,1
13731,20972,30401.4222,59,9.960876104,B,D5,MORTGAGE,159373.807,Source Verified,18.36191654,1,0,21,0,26377,85.33096774,36,f,1890.933738,0.036045959,5.138279291,0.767353396,0,INDIVIDUAL,52,40,173819,51469,1
17582,11412,14433.35519,36,11.77426146,A,A2,RENT,50699.87779,Source Verified,12.98882102,0,0,13,0,835,49.60930114,14,f,958.9011263,0.045448696,1.620650978,0.562422761,0,INDIVIDUAL,131,26,24648,6809,0
12806,8031,9128.296203,59,9.221002753,B,C1,MORTGAGE,68100.31545,Source Verified,29.16230641,0,0,12,0,12765,36.09904027,43,w,1025.023389,0.0433896259999999,3.653717084,0.7358530790000001,0,INDIVIDUAL,109,24,38167,9977,0
8715,10669,11011.98442,59,11.07620693,A,D5,MORTGAGE,77594.21454,Verified,38.02897795,0,0,8,0,17452,56.39451375,24,w,757.8775511,0.02525316,0.734060484,0.604169513,0,INDIVIDUAL,31,13,343161,16367,0
15854,32314,13260.75161,59,14.94006264,F,A5,MORTGAGE,142390.6396,Source Verified,19.10699565,0,0,32,0,7028,80.23523099,10,w,2384.987854,0.057737897,2.212761932,0.571880018,0,INDIVIDUAL,67,38,56197,49242,0
19870,30466,7497.892851,58,11.83673172,B,E2,RENT,76525.24007,Source Verified,16.77651251,0,1,12,0,2510,60.20642322,22,w,1021.848694,0.11585931,5.105951235,0.474193395,0,INDIVIDUAL,86,41,79192,40287,0
8666,7177,8952.617097,58,9.566877735,A,D2,OWN,169063.1267,Source Verified,28.89893134,0,0,12,0,3091,1.1355497140000002,18,f,3594.939292,0.097458332,0.940053425,1.370406531,0,INDIVIDUAL,33,55,67677,27932,0
15372,34998,20088.62796,58,15.78762008,B,D3,RENT,205277.5306,Source Verified,14.2429688,0,0,12,0,9359,33.68036347,17,f,485.6549393,0.023251014,1.660867946,0.672715394,0,INDIVIDUAL,125,37,35224,6392,0
3138,11732,14825.76393,59,9.809071026,C,B4,MORTGAGE,138176.2992,Source Verified,27.94028319,0,0,10,1,26862,80.61505941,23,f,362.9350128,0.009866077,0.318866183,0.4801341939999999,0,INDIVIDUAL,132,29,182098,33835,0
11516,4846,4392.294465,59,7.87036184,B,C1,MORTGAGE,56973.05983,Source Verified,23.71110211,0,0,19,0,232,53.16440757,25,w,357.35582180000006,0.032940347,8.953123928,0.712083705,0,INDIVIDUAL,118,25,295254,8187,0
12560,6070,11424.53671,58,11.48909068,A,D3,RENT,64972.71657999999,Verified,27.51592359,0,0,10,0,1868,54.3820963,25,f,4910.052089,0.018600638,3.820013823,0.738498274,0,INDIVIDUAL,113,42,43683,13380,0
26253,17888,8692.736617,59,9.517689188,C,C5,RENT,115065.8289,Verified,15.44517919,0,0,24,0,7004,23.19314634,17,w,372.648561,0.000335514,1.50846114,1.106298043,0,INDIVIDUAL,106,34,82910,1173,0
22694,21121,6311.923411,59,5.819725002,E,D2,RENT,52573.7713,Not Verified,15.56609419,0,0,12,0,2944,65.23783364,20,f,2183.548602,0.130924809,4.156043748,0.088562915,0,INDIVIDUAL,106,43,137037,18060,0
10164,8504,9658.573086,59,13.52869426,A,C3,RENT,133059.4888,Source Verified,31.38370076,0,0,16,0,1485,35.63884415,27,f,835.406946,0.057154355,5.184219139,0.8692788220000001,0,INDIVIDUAL,134,36,212310,37757,0
11999,11705,23356.58109,58,15.87999699,C,B5,RENT,46039.75259,Not Verified,14.97508028,0,0,21,0,2113,90.25100705,17,f,414.9975924,0.0847679,3.792256355,0.275137599,0,INDIVIDUAL,21,36,184088,3736,0
15982,24907,16205.992580000002,59,7.431826655,B,C3,OWN,57674.30104,Source Verified,29.4892288,0,0,13,0,4711,30.99487477,36,f,1957.447926,0.052757793,3.5757267,0.61895571,0,INDIVIDUAL,68,46,179919,3271,0
4716,6518,15430.97685,59,14.4088109,E,C5,RENT,45756.41573,Source Verified,20.25754984,0,2,9,0,7697,81.55735348,19,f,1334.398171,0.040981511,128.3281261,0.265035416,0,INDIVIDUAL,40,52,148507,14518,0
5016,16187,8899.720364,58,13.0748991,C,B1,MORTGAGE,52609.76652,Source Verified,29.21887004,0,1,11,0,5058,15.46083271,22,w,6286.057465999999,0.069259738,5.592189577,0.903940811,0,INDIVIDUAL,67,34,254110,11403,0
16568,34565,11407.76496,36,18.3387184,C,E1,OWN,171509.9186,Verified,35.2043604,0,1,11,0,11625,82.58641544,27,f,693.7780853999999,0.0602566659999999,2.434849262,1.210691139,0,INDIVIDUAL,68,8,160374,19105,0
12412,18485,13999.41331,59,10.66282823,C,C2,RENT,58273.582570000006,Source Verified,33.83423351,1,0,5,0,2412,73.98980361,10,f,654.8928485,9.964680054,4.823857821,0.369489806,0,INDIVIDUAL,76,15,332614,12011,1
11550,8763,9612.140017,59,10.03267568,A,B2,RENT,46086.58729,Source Verified,15.27439418,0,0,22,0,4331,79.03832118,32,w,679.9063491,30.41472402,5.150663603,1.546729435,0,INDIVIDUAL,86,41,91300,9911,0
10753,26720,8024.868834000001,59,9.683753753,B,D1,MORTGAGE,70921.14151,Not Verified,28.15598239,0,0,14,0,10659,59.37054820000001,21,w,581.4367427999999,0.051350783,4.570949717,1.420095751,0,INDIVIDUAL,127,29,64586,7956,0
8147,9519,18092.57792,58,6.708046982999999,A,C4,MORTGAGE,69883.22275,Source Verified,24.60046397,0,0,11,0,2154,66.12922448,25,w,1110.303119,0.0262832039999999,0.549544444,0.605887604,0,INDIVIDUAL,112,491,24397,4594,0
5905,16434,9714.68103,59,6.816032387000001,D,F4,OWN,164217.9682,Source Verified,30.19029898,0,0,6,1,4229,47.88693632,26,w,1488.635855,0.03271128,3.5023836489999995,0.369088452,0,INDIVIDUAL,59,41,143564,6749,0
3944,33520,11260.13902,58,12.30854332,D,A3,RENT,43109.73619,Source Verified,17.32732043,0,0,13,0,16416,55.70313741,32,f,6670.240604,0.103101521,3.605664511,1.224041044,0,INDIVIDUAL,10,8,180787,13757,0
17712,15789,11762.23984,59,15.9932462,D,B1,MORTGAGE,245670.9112,Not Verified,17.39108459,0,0,16,0,31616,37.68220691,5,w,2898.287263,0.036099926,4.503481891,0.852128122,0,INDIVIDUAL,113,30,176928,34715,0
17073,10661,20861.30107,59,14.89651036,C,A2,MORTGAGE,79374.42157,Verified,33.26386842,0,0,29,0,1571,35.46794407,29,w,2348.77609,0.090617444,4.516361924,1.20756545,0,INDIVIDUAL,22,5,179030,43806,0
25420,5370,10084.89386,59,22.16892963,C,A5,RENT,47655.46767,Not Verified,14.07199769,7,0,6,0,5055,49.48182026,22,w,3906.064398,0.017125345,1.610695284,0.610048056,0,INDIVIDUAL,129,38,64355,25056,0
18224,33429,11537.23633,59,13.468246,A,F1,RENT,73086.01185,Not Verified,32.13670943,0,0,30,0,287,82.99140566,26,w,4179.770174,0.06380581,2.424833625,1.099785976,0,INDIVIDUAL,16,29,90761,7818,1
15952,6724,15810.32008,59,7.545186519,B,D4,MORTGAGE,130439.8924,Source Verified,34.54803848,0,1,12,0,2205,86.06054416,7,w,533.9703898,0.087341142,9.603035216,1.005747615,0,INDIVIDUAL,65,48,320668,18529,0
6808,20435,13691.08213,58,14.09239797,D,E3,RENT,34528.677260000004,Source Verified,13.43648431,0,0,12,0,9920,37.66554328,14,f,6291.599317,0.002863302,2.342599746,1.027480707,0,INDIVIDUAL,57,25,261202,5115,0
9175,9801,16731.4287,58,10.68048544,A,C4,MORTGAGE,46969.52711,Not Verified,14.03627289,1,0,19,0,7608,41.50974846,24,w,3869.415888000001,0.072733577,4.003167563,1.020766739,0,INDIVIDUAL,55,12008,29365,18744,1
8148,11737,13249.79591,58,6.442249276,F,B3,RENT,52195.29836,Verified,12.18839555,0,0,14,0,17564,78.34526729,17,w,591.3070769999999,0.011509408,2.161193681,1.536002273,0,INDIVIDUAL,83,10,330619,48801,0
19334,17099,7374.575307999999,58,9.421023072,B,D5,RENT,106301.8303,Not Verified,24.81541223,1,0,11,0,4010,41.67179788,15,f,982.4747134,0.044672834,2.799737818,0.00750854,0,INDIVIDUAL,111,37,479797,3586,1
16426,11235,12320.24327,59,7.838383267,E,A2,MORTGAGE,50241.01248,Source Verified,23.25659821,0,0,11,0,15471,6.50577902,15,f,56.91585174,0.034706407,0.17877908,1.245108012,0,INDIVIDUAL,46,20,168091,12393,0
16617,12984,22388.45174,58,10.77090367,D,B3,MORTGAGE,33956.49144,Not Verified,31.17326606,1,0,12,0,20715,1.930501393,15,w,724.0736652,0.06738676,4.447891042,0.413664456,0,INDIVIDUAL,66,1,105584,6608,0
5571,28835,10452.15932,59,9.819722616,C,B1,MORTGAGE,76812.91789,Verified,22.54174074,0,0,12,0,12310,52.95084203,11,f,2742.432362,0.087657662,3.802705904,0.982951475,0,INDIVIDUAL,103,48,155811,135967,1
16732,11145,11285.25294,59,9.692867922,B,F2,MORTGAGE,62794.19945,Source Verified,35.24193407,0,0,5,0,1018,56.02783949,10,w,1546.719361,0.013436788,7.016506136,1.215008178,0,INDIVIDUAL,1,811,289110,2156,0
15374,5412,4843.951368,59,15.67761171,A,A5,RENT,74970.04063999999,Verified,29.35929303,0,0,7,0,27233,83.83102489,26,f,1307.926899,0.0124321769999999,2.9783485560000003,0.868295789,0,INDIVIDUAL,39,19,395883,39427,0
5045,19890,32575.70218,58,15.46132842,C,E1,MORTGAGE,60278.35597999999,Source Verified,26.93218081,0,0,12,1,12005,57.41902658,21,w,621.3161819000001,0.072516479,2.017241096,0.676787433,0,INDIVIDUAL,9,49,294337,43230,0
23068,7916,8649.974098,59,16.36108894,C,A5,RENT,53020.1502,Source Verified,32.71611038,0,0,18,0,4162,12.57859267,10,f,3425.412709,0.018074003,3.4784830560000004,0.3994866479999999,0,INDIVIDUAL,69,56,473429,6334,0
14123,10753,7993.944579000001,59,11.15707943,C,F2,MORTGAGE,87353.39187,Source Verified,20.90808203,0,0,11,0,3233,62.47126025,13,f,896.4909848,0.033717782,4.888666176,1.206745012,0,INDIVIDUAL,50,47,83233,14249,0
31314,4827,18463.40112,59,12.25264902,B,E1,OWN,71058.6351,Source Verified,15.74395758,0,0,12,0,3688,59.45342858,11,f,182.6099552,19.15547681,1.442152348,1.359642044,0,INDIVIDUAL,36,25,363904,14300,0
7021,17114,10263.5329,59,13.9394445,B,B3,MORTGAGE,81545.68155,Source Verified,18.10375735,0,0,14,0,16777,58.20724871,19,w,346.1978047,0.00249005,4.170058753,0.466813477,0,INDIVIDUAL,28,3389,136569,17003,1
24216,11122,17035.54255,59,11.56456142,C,C1,RENT,73162.45645,Verified,27.46798018,0,0,4,0,10421,52.54522202,21,w,5718.851611,0.0217453429999999,1.377752185,0.165616984,0,INDIVIDUAL,108,47,420990,51624,0
21567,15947,24337.20547,58,10.76984925,C,B5,MORTGAGE,61029.5702,Source Verified,33.7577701,0,0,8,1,6089,11.182654800000002,40,w,9948.973813,0.015644021,3.586977699,0.635973267,0,INDIVIDUAL,25,58,50677,46840,0
22217,32420,22003.57866,59,13.13168667,A,F3,OWN,142071.8454,Not Verified,39.53616078,0,1,31,0,19708,86.42058356,16,w,2312.31279,0.025015678,1.049176534,1.115727014,0,INDIVIDUAL,111,29,74529,10687,0
7426,24418,7884.543372,59,7.88734198,C,D2,RENT,49015.0238,Not Verified,35.42630756,0,0,11,0,810,41.42163866,34,w,270.0101359,0.031981332,0.564096031,0.614257787,0,INDIVIDUAL,9,43,21820,9785,0
11511,5789,10928.32773,58,13.19867537,A,E3,MORTGAGE,59556.55228,Not Verified,19.81047092,0,0,10,0,128,85.69035833,17,w,4002.114935,0.090826243,5.685266885,0.263240694,0,INDIVIDUAL,16,38,382538,5393,0
25242,19594,9133.836006,58,13.88850034,B,C4,MORTGAGE,59857.13826,Verified,17.19178214,1,0,15,0,3877,48.23881232,22,w,1727.7477620000002,0.074086453,2.141982732,0.851927036,0,INDIVIDUAL,14,56,270996,102480,0
31143,12156,8544.140244,59,9.984416737,D,C3,MORTGAGE,107946.8098,Not Verified,18.99744556,1,0,21,0,10102,60.20770684,25,w,586.9350166,0.042075377,1.757549704,0.386895858,0,INDIVIDUAL,40,26,133687,30310,0
20640,20324,10111.54842,59,12.50990261,C,C4,MORTGAGE,140930.5477,Source Verified,13.27363855,1,0,11,0,3865,43.05185475,16,w,1877.397806,0.035859511,2.306880046,0.79148785,0,INDIVIDUAL,36,41,40056,14942,0
12895,23170,13522.6845,59,9.239702599,D,F5,MORTGAGE,43847.16252,Source Verified,14.63506049,1,0,33,0,8929,57.03204373,21,w,1118.271471,0.016951553,4.852137558,0.7019838840000001,0,INDIVIDUAL,63,56,180219,24850,0
15077,16151,14357.049530000002,59,12.05420796,B,A5,MORTGAGE,67389.90887999999,Verified,19.70140477,1,0,10,1,13408,9.952078932,19,w,2917.37549,0.003289539,3.1271197980000003,0.217688903,0,INDIVIDUAL,148,1372,73160,106089,0
32511,8215,8334.89585,58,16.39376702,B,B5,MORTGAGE,79423.7345,Source Verified,36.32577733,0,2,18,0,2401,50.55948874,14,w,475.14230939999993,0.074111484,4.476634144,0.665271033,0,INDIVIDUAL,25,19,38805,8281,0
17305,18474,5991.622442,59,10.53745286,F,A3,OWN,68922.79847000001,Source Verified,19.63884374,2,0,13,0,12216,79.57304795,32,w,335.4304504,0.072244677,3.604383933,0.939730232,0,INDIVIDUAL,44,20,307413,5553,0
13246,7685,14714.31598,58,7.097048324,D,C5,MORTGAGE,108220.6133,Source Verified,35.83648876,0,0,14,0,1941,74.21697643,34,w,75.07967075,0.064618534,1781.005193,0.318456031,0,INDIVIDUAL,75,30,177618,11516,0
6665,6614,5615.131479,59,10.16361081,A,C5,MORTGAGE,43626.71082,Verified,23.21833158,0,0,29,0,7721,33.69416734,17,w,1385.312667,0.0494533609999999,1.607365657,0.8664622259999999,0,INDIVIDUAL,11,45,22598,12789,0
20921,12355,14931.44365,36,14.61854287,E,C3,OWN,82164.30182000001,Source Verified,26.55557832,0,0,7,0,15383,52.85114437,18,w,522.5203184,0.0479133459999999,2.910373602,0.966856007,0,INDIVIDUAL,113,53,215343,47783,0
28540,10999,33184.05718,58,21.57509293,C,C1,MORTGAGE,149751.2238,Verified,15.94015503,0,0,15,0,9077,63.51379936,22,w,362.0047477,0.005110761,0.603580825,0.632207347,0,INDIVIDUAL,58,34,250608,24492,0
9913,16685,12167.54364,58,9.386540366,B,D2,MORTGAGE,99000.13125,Source Verified,16.16389506,2,0,32,0,4465,49.70707044,44,w,1206.0402,0.040144346,3.511747589,0.519318331,0,INDIVIDUAL,150,38,103671,40954,0
25017,10642,19310.02849,59,7.993707731000001,C,A5,MORTGAGE,253641.6438,Not Verified,22.14123795,0,0,14,1,9880,54.90293246,8,w,1170.784178,0.035688816,0.482718879,0.150175816,0,INDIVIDUAL,38,40,174439,6335,0
20561,25544,7830.797256,58,13.91078375,B,C2,RENT,56120.08645,Source Verified,33.88006942,0,0,9,0,3119,16.42291076,18,f,1433.545255,0.082162702,3.480725208,0.8297998209999999,0,INDIVIDUAL,76,27,26527,6070,0
32358,11530,10597.99586,58,17.1437092,C,B5,OWN,56908.40422,Not Verified,36.3867893,1,0,13,0,8467,45.28085993,28,f,7585.499431,0.125150795,6.581934774,0.5933184220000001,0,INDIVIDUAL,48,52,90063,9078,0
25576,16727,14383.44835,59,15.53341311,A,C3,MORTGAGE,38262.93047,Not Verified,26.28607984,1,0,19,0,6143,94.34279649,18,w,619.0270756,0.022188593,5.849941227,0.7550189490000001,0,INDIVIDUAL,60,41,52307,3912,0
8458,5903,7124.912754999999,59,11.53257589,B,A4,MORTGAGE,37643.78298,Verified,12.11064105,1,0,13,0,466,5.644534427999999,23,w,5782.532528,0.136483876,0.8311143959999999,0.650379803,0,INDIVIDUAL,31,12,101927,46448,0
5616,21609,12336.06092,58,8.896008326,A,C4,MORTGAGE,32294.36452,Source Verified,7.369780226,0,0,11,0,5233,46.85632384,6,w,1096.765881,0.044035906,1.86849578,0.125745755,0,INDIVIDUAL,10,56,57365,5496,0
15955,17805,5361.935597,58,6.579721717999999,F,B3,MORTGAGE,99907.35886,Verified,16.83466555,1,0,9,0,5242,24.66383408,18,f,1594.56165,0.0930213769999999,374.3195508,0.606806661,0,INDIVIDUAL,110,18,186261,1871,0
30414,22301,18654.61908,58,10.59233777,D,C4,MORTGAGE,82962.76517,Source Verified,9.600550752,1,0,15,0,3002,55.99785075,19,f,840.4884986,0.028068896,5.562967347000001,0.771329325,0,INDIVIDUAL,49,49,729855,8356,0
24152,14282,12300.10915,59,10.84362025,B,C4,MORTGAGE,66797.37314,Not Verified,34.9570689,0,0,13,0,6041,72.26934546,8,w,1029.134143,0.080845664,0.03216629,1.295664908,0,INDIVIDUAL,51,12,120728,3599,0
30037,17144,12116.09494,58,11.56175544,B,C1,MORTGAGE,32536.596760000004,Source Verified,17.75948034,0,0,15,0,2237,76.51523771,14,f,1904.41801,0.02140976,2.217283156,0.887733545,0,INDIVIDUAL,59,40,46861,6468,0
21770,10676,10079.56814,58,13.30860026,B,C2,RENT,50141.83919,Not Verified,25.36373331,1,0,10,0,2966,33.14583982,31,f,291.9245644,0.057237522,2.677477275,0.967167258,0,INDIVIDUAL,120,53,514386,46361,0
27320,21439,12875.62808,58,11.57719717,A,B2,MORTGAGE,67910.72101000001,Source Verified,18.22497865,0,0,8,0,3350,19.01588996,27,w,682.9594921,0.112080098,5.442480198999999,0.337629833,0,INDIVIDUAL,72,12,107939,28179,0
19121,27180,12319.56881,59,13.46710535,E,A4,RENT,149148.8567,Source Verified,23.18299517,0,0,13,1,3498,50.5715912,17,f,2738.254594,0.026150944,8.422494296,1.037376351,1,INDIVIDUAL,134,466,279411,18945,0
4423,15497,14327.194419999998,59,6.680408336,A,E2,MORTGAGE,80788.30555,Verified,17.10385957,1,0,14,0,7428,75.21832056,11,w,1472.858735,0.027848128,0.379886369,0.501148615,0,INDIVIDUAL,84,13,16762,4775,0
23238,9281,22621.01392,59,10.32862293,B,E2,MORTGAGE,130834.2904,Not Verified,27.22312589,0,0,16,0,30983,87.36439992,21,w,346.95308,0.037615135,10.5152115,1.496940956,0,INDIVIDUAL,40,28,142463,2681,0
29464,4291,13774.40971,59,11.83293088,B,E4,RENT,17513.8779,Verified,11.13137913,0,0,22,0,7081,29.40122009,18,w,121.327176,0.1183973359999999,2.588194203,0.512249606,0,INDIVIDUAL,31,570,508338,13217,1
14232,11040,25241.44421,59,11.89839138,C,B3,RENT,110613.2223,Source Verified,34.29575269,0,0,8,0,24010,56.228745700000005,8,f,2246.36806,0.060774732,1.72539795,1.403167364,0,INDIVIDUAL,65,24,82294,13869,0
22227,11809,9962.669025,36,11.17046271,E,F3,RENT,91764.51535,Source Verified,36.7211621,0,0,10,0,2220,56.93743125,17,w,587.3519996,0.020271725,0.456100947,0.730425813,0,INDIVIDUAL,68,15,184537,3851,0
21259,7052,11432.77958,59,8.541499574,D,C3,RENT,51590.142360000005,Source Verified,19.68750633,0,0,13,0,46896,26.06078204,17,f,1936.70637,0.016085213,1.683691642,1.262221271,0,INDIVIDUAL,146,2,26436,9603,0
10087,23995,6400.172371,58,11.19086169,C,C3,MORTGAGE,83247.10067999999,Source Verified,23.32787463,0,0,10,0,3685,41.82551533,15,w,194.82708280000003,0.0454855609999999,3.121947085,1.051340243,0,INDIVIDUAL,101,30,115247,38891,0
28448,6211,7216.333470999999,58,11.27371171,C,C3,MORTGAGE,36303.87193,Source Verified,39.24097342,0,0,27,0,3889,53.29245685,18,f,1122.160318,0.041790396,3.2364768710000003,28.96678498,0,INDIVIDUAL,54,56,270449,49594,0
18811,17896,12047.60376,58,14.90945485,C,A5,MORTGAGE,30209.30682,Source Verified,12.01897251,0,0,10,0,62,53.87757542,38,f,786.0016041,0.0262980479999999,0.121331234,0.7985256079999999,0,INDIVIDUAL,154,57,565698,6988,0
20870,31219,20825.83712,59,14.86742079,A,B3,MORTGAGE,74073.56457,Source Verified,7.583749629,2,0,10,0,23880,78.35024598,15,f,60.45648113,0.0260937389999999,6.544265376,0.44184211,0,INDIVIDUAL,70,2147,48821,1528,0
5455,7711,5890.726665,59,7.292452911,E,D2,MORTGAGE,62259.533370000005,Source Verified,13.94840873,0,0,15,0,9187,55.73772914,40,w,860.0715899,0.055729935,5.81479648,0.665074555,0,INDIVIDUAL,157,50,147670,18972,0
4875,33071,16730.871909999998,58,8.827069423,B,C3,MORTGAGE,40258.6005,Source Verified,21.54365509,0,0,13,0,1785,30.58937325,12,w,871.1860657,0.006748136,5.817801502999999,0.978314671,0,INDIVIDUAL,70,32,93712,22922,0
23522,11272,10432.90012,58,13.03226643,B,D1,MORTGAGE,119434.4753,Source Verified,19.95014374,0,0,16,0,3016,47.12330681,22,f,1063.80216,0.03189201,0.607439256,0.506726521,0,INDIVIDUAL,144,28,31927,17306,0
16523,22215,11060.30004,59,5.585658012000001,B,B3,RENT,77198.07566,Source Verified,28.4317393,1,0,4,0,6632,87.86289922,4,w,1395.803398,0.093098753,9.428212906,1.38854003,0,INDIVIDUAL,18,3,39048,6443,0
16979,9170,13121.15197,58,13.43695322,C,A3,RENT,93383.22665,Verified,34.86512253,0,0,11,0,12867,62.86353784,13,f,1865.121736,0.076920701,0.980949364,0.763276925,0,INDIVIDUAL,87,40,21954,14421,0
27359,17716,26795.4584,58,10.76054315,A,A5,MORTGAGE,75405.77375,Source Verified,18.27734973,0,0,27,0,3573,90.36716329,11,f,1380.924387,0.072184378,9.347595824,0.152010531,0,INDIVIDUAL,122,20,124641,43981,1
29337,8102,24915.55768,59,9.93236189,B,B4,MORTGAGE,40602.68123,Source Verified,19.36399716,0,0,14,0,5950,82.86234417,7,w,1287.857945,0.0741858,4.192544986000001,1.305742393,0,INDIVIDUAL,92,44,27797,9391,0
9070,18948,9265.977773,59,13.87830357,F,F4,MORTGAGE,153816.1848,Source Verified,18.31853823,0,0,11,0,13976,31.47309426,30,w,241.6805048,0.033091561,2.511499746,0.946897459,0,INDIVIDUAL,65,12,419962,66745,0
18773,7830,13830.84299,59,10.13674903,D,C2,OWN,102220.9623,Source Verified,21.95680828,1,0,9,0,1814,52.31284466,20,f,1278.252395,0.110322697,3.88823083,0.8332845240000001,0,INDIVIDUAL,51,41,56637,30797,0
20452,34112,11553.41265,58,15.86348602,G,C4,OWN,51405.17536,Not Verified,12.82860342,3,0,12,1,517,77.70050806,17,w,6911.765191,0.087041808,5.26442471,0.145359694,0,INDIVIDUAL,104,40,255125,8733,0
9138,12297,8252.594393000001,59,15.28593006,C,C3,MORTGAGE,64518.41365,Source Verified,20.0448919,1,0,9,0,7650,40.24009107,11,w,894.1975348,0.008635423,1.224340559,0.629519695,0,INDIVIDUAL,2,35,35846,7104,0
17967,33718,4630.783411,59,10.35484799,C,D4,OWN,99825.24525,Not Verified,18.72144937,0,0,17,0,963,41.74917261,8,w,773.2914666,0.020471044,3.619576224,0.978327851,0,INDIVIDUAL,15,19,118160,132167,0
16036,8664,17155.869319999998,59,15.19341175,B,A2,MORTGAGE,45140.28165,Not Verified,34.8510787,1,1,9,0,5885,83.66060088,18,f,59.99540678,0.048815726,5.8315082910000005,1.219521403,0,INDIVIDUAL,44,17,63675,12251,0
19400,13690,27623.15113,59,12.89318113,B,A1,MORTGAGE,65405.35386,Source Verified,29.31519291,1,0,9,0,10614,86.62774638,29,w,4203.735175,0.0138874139999999,1.159323856,0.311551154,0,INDIVIDUAL,105,30,370231,34459,0
21293,8787,12056.77751,58,9.714385992,C,B4,RENT,62752.31646,Not Verified,23.56692321,0,0,15,0,3239,74.07883148,6,f,348.67988189999994,0.023034472,7.082483895,1.174855937,0,INDIVIDUAL,2,29,62171,21773,0
3678,6924,11982.50896,59,16.87803283,B,A1,MORTGAGE,37227.24798,Source Verified,37.87562523,0,0,13,0,6103,59.11037606,24,w,192.9398912,0.019914114,7.626076111000001,1.101346955,0,INDIVIDUAL,72,35,675852,9231,0
11589,20173,20919.53601,59,12.46306186,A,A4,RENT,35669.92693,Not Verified,31.77277808,1,0,12,0,13976,35.292548700000005,26,f,142.5004394,0.0459321059999999,0.04361539,0.230076085,0,INDIVIDUAL,105,4,153042,3204,0
18019,4968,12621.38159,59,9.891162069,C,B3,MORTGAGE,75910.72267,Verified,33.13346801,0,0,10,0,8107,58.53853481,27,w,1357.423185,0.014310536,2.763174563,0.6451110489999999,0,INDIVIDUAL,48,28,17615,24655,0
