Employment Length,Zip Code,BAD,Amount Requested,Loan Title,State
7 years,812xx,0,12650.0,Debt consolidation,CO
1 year,950xx,1,5000.0,Moving and relocation,CA
7 years,640xx,1,27275.0,Credit card refinancing,MO
10+ years,070xx,0,8000.0,Debt consolidation,NJ
6 years,918xx,0,35000.0,Credit card refinancing,CA
2 years,301xx,0,10625.0,Debit Reduction,GA
10+ years,723xx,0,9000.0,Debt consolidation,AR
2 years,554xx,0,20000.0,Car financing,MN
< 1 year,945xx,1,12000.0,Debt consolidation,CA
10+ years,950xx,0,40000.0,Home improvement,CA
< 1 year,770xx,0,12000.0,Other,TX
2 years,837xx,0,8000.0,Credit card refinancing,ID
8 years,191xx,0,8400.0,wedding,PA
7 years,314xx,0,9000.0,Debt consolidation,GA
10+ years,449xx,0,9000.0,Debt consolidation,OH
< 1 year,303xx,1,22000.0,Debt consolidation,GA
1 year,913xx,0,5600.0,Debt Consolidation Loan,CA
6 years,852xx,0,15600.0,CC Pay OFF,AZ
6 years,346xx,0,3600.0,Debt consolidation,FL
3 years,930xx,0,18000.0,Credit card refinancing,CA
10+ years,300xx,0,18000.0,Credit card refinancing,GA
6 years,754xx,0,15000.0,Debt consolidation,TX
10+ years,467xx,0,5200.0,Debt consolidation,IN
2 years,607xx,0,10000.0,Credit card refinancing,IL
< 1 year,638xx,0,12000.0,Credit card refinancing,MO
9 years,334xx,0,7500.0,Credit card refinancing,FL
10+ years,062xx,0,35000.0,Credit card refinancing,CT
7 years,344xx,0,24000.0,Debt consolidation,FL
3 years,141xx,0,12000.0,Credit card refinancing,NY
1 year,183xx,1,22000.0,Debt consolidation,PA
10+ years,972xx,0,15000.0,Credit card refinancing,OR
1 year,765xx,0,4500.0,Debt consolidation,TX
8 years,549xx,0,7000.0,Harley,WI
10+ years,750xx,0,25000.0,Debt consolidation,TX
3 years,945xx,1,19750.0,Debt consolidation,CA
1 year,737xx,0,25000.0,Credit card refinancing,OK
9 years,921xx,0,17975.0,Debt consolidation,CA
10+ years,211xx,1,21000.0,Debt consolidation,MD
10+ years,481xx,0,10000.0,Debt consolidation,MI
2 years,926xx,0,28775.0,Debt consolidation,CA
10+ years,431xx,1,10075.0,Credit card refinancing,OH
2 years,910xx,0,20675.0,Personal Loan,CA
< 1 year,481xx,0,20000.0,Debt consolidation,MI
4 years,488xx,0,15000.0,Credit card refinancing,MI
10+ years,276xx,1,18500.0,Debt consolidation,NC
5 years,606xx,0,8000.0,Other,IL
10+ years,197xx,0,20000.0,Freedom,DE
8 years,951xx,0,8000.0,Debt consolidation,CA
< 1 year,980xx,0,23000.0,Credit card refinancing,WA
< 1 year,073xx,0,2200.0,Credit card refinancing,NJ
10+ years,481xx,1,3200.0,Other,MI
10+ years,347xx,0,15000.0,Debt consolidation,FL
10+ years,936xx,1,12000.0,Debt consolidation,CA
5 years,300xx,0,10000.0,Debt consolidation,GA
< 1 year,532xx,0,9600.0,Stop Paying Chase 30% APR and Refinance at Lower Rate,WI
7 years,844xx,0,4000.0,Consolidation Loan,UT
10+ years,325xx,0,12600.0,Pay Off,FL
< 1 year,212xx,0,10200.0,Other,MD
4 years,813xx,0,5000.0,Car financing,CO
4 years,112xx,0,6500.0,Credit card refinancing,NY
10+ years,917xx,0,20000.0,Credit card refinancing,CA
2 years,770xx,0,14400.0,Debt consolidation,TX
7 years,115xx,0,22525.0,Other,NY
2 years,601xx,0,10750.0,Personal Loan,IL
10+ years,344xx,0,25000.0,Credit card refinancing,FL
10+ years,806xx,0,1400.0,Home buying,CO
10+ years,083xx,0,6000.0,Debt consolidation,NJ
4 years,113xx,0,4000.0,Major purchase,NY
1 year,440xx,0,16000.0,Debt consolidation,OH
3 years,995xx,0,4000.0,Moving and relocation,AK
10+ years,314xx,0,16000.0,peace of mind,GA
8 years,724xx,1,10000.0,Debt consolidation,AR
8 years,019xx,0,32000.0,Credit card refinancing,MA
6 years,761xx,0,19700.0,Debt consolidation,TX
2 years,480xx,0,10800.0,Debt consolidation,MI
10+ years,232xx,1,20000.0,Debt Consolidation,VA
3 years,320xx,1,12000.0,Personal Loan,FL
6 years,331xx,0,6000.0,Debt consolidation,FL
4 years,370xx,0,24000.0,Debt consolidation,TN
10+ years,550xx,0,15000.0,Debt consolidation,MN
10+ years,034xx,0,4200.0,Home improvement,NH
3 years,952xx,1,15000.0,Debt consolidation,CA
10+ years,245xx,0,25000.0,Debt consolidation,VA
5 years,070xx,0,20000.0,My Home improvement loan,NJ
5 years,600xx,0,30000.0,Debt consolidation,IL
4 years,489xx,0,20000.0,Home improvement,MI
10+ years,988xx,0,9600.0,Debt consolidation,WA
10+ years,187xx,0,23275.0,Debt consolidation,PA
10+ years,463xx,0,16000.0,Debt consolidation,IN
10+ years,292xx,0,10400.0,Purchase,SC
4 years,760xx,0,3000.0,Debt consolidation,TX
10+ years,238xx,0,17000.0,Credit card refinancing,VA
4 years,109xx,1,20050.0,Credit card refinancing,NY
1 year,430xx,0,24000.0,Consold,OH
5 years,919xx,0,5000.0,Car financing,CA
2 years,327xx,0,35000.0,Credit card refinancing,FL
4 years,229xx,1,35000.0,Home improvement loan,VA
< 1 year,381xx,0,10200.0,Debt consolidation,TN
10+ years,949xx,0,5000.0,Debt consolidation,CA
5 years,015xx,0,12000.0,2012 Consolidation,MA
10+ years,064xx,0,6000.0,Home improvement,CT
2 years,784xx,0,2425.0,Other,TX
4 years,338xx,0,4200.0,Debt consolidation,FL
1 year,300xx,0,15000.0,Looking to consolidate debt,GA
10+ years,928xx,0,10000.0,Credit card refinancing,CA
3 years,293xx,0,28000.0,Debt consolidation,SC
2 years,799xx,0,3000.0,Wedding ,TX
< 1 year,945xx,0,5000.0,Debt consolidation,CA
10+ years,751xx,1,8400.0,Debt consolidation,TX
2 years,850xx,1,19100.0,Debt consolidation,AZ
8 years,930xx,0,12000.0,Debt consolidation,CA
5 years,174xx,0,15275.0,Debt consolidation,PA
< 1 year,104xx,0,15000.0,Credit card refinancing,NY
2 years,534xx,0,13500.0,Credit card refinancing,WI
3 years,018xx,0,19200.0,Credit card refinancing,MA
7 years,913xx,0,28000.0,Debt consolidation,CA
10+ years,945xx,0,8000.0,Debt consolidation,CA
10+ years,908xx,1,6000.0,Debt consolidation,CA
3 years,328xx,0,18000.0,Debt consolidation,FL
1 year,947xx,0,5000.0,Business,CA
10+ years,381xx,0,11525.0,Debt consolidation,TN
3 years,080xx,0,19200.0,Debt consolidation,NJ
10+ years,194xx,0,5000.0,Debt consolidation,PA
7 years,112xx,0,3000.0,Moving Day help!,NY
2 years,100xx,0,9900.0,Debt consolidation,NY
< 1 year,190xx,0,16800.0,Debt consolidation,PA
1 year,323xx,0,15600.0,Debt consolidation,FL
10+ years,432xx,0,22500.0,Debt consolidation,OH
< 1 year,968xx,0,15250.0,Credit Card Relief,HI
10+ years,432xx,0,4500.0,Debt consolidation,OH
2 years,217xx,1,32000.0,Debt consolidation,MD
4 years,233xx,1,10000.0,Home improvement,VA
3 years,804xx,0,17000.0,Major purchase,CO
2 years,913xx,0,8875.0,Debt consolidation,CA
5 years,957xx,0,10000.0,Home improvement,CA
10+ years,926xx,0,10000.0,Debt consolidation,CA
2 years,935xx,0,20000.0,Debt consolidation,CA
10+ years,799xx,1,32875.0,debt loan,TX
2 years,980xx,0,25000.0,Debt consolidation,WA
10+ years,436xx,0,7000.0,Estate purchase,OH
6 years,780xx,1,20000.0,Debt consolidation,TX
8 years,703xx,0,8000.0,Debt consolidation,LA
2 years,916xx,0,6000.0,Credit card refinancing,CA
10+ years,875xx,0,10000.0,Credit card refinancing,NM
10+ years,394xx,0,3600.0,Home improvement,MS
3 years,808xx,1,30000.0,Debt consolidation,CO
3 years,894xx,0,9600.0,Car financing,NV
5 years,852xx,0,18000.0,Debt consolidation-shorter payoff,AZ
2 years,330xx,0,17000.0,Debt consolidation,FL
1 year,801xx,0,10800.0,Debt consolidation,CO
1 year,852xx,0,7000.0,Credit card refinancing,AZ
< 1 year,275xx,0,28800.0,Credit card refinancing,NC
2 years,430xx,0,9075.0,Debt consolidation,OH
1 year,920xx,0,5000.0,Other,CA
10+ years,107xx,1,20000.0,Credit card refinancing,NY
5 years,608xx,1,6000.0,Credit card refinancing,IL
9 years,750xx,0,15000.0,Debt consolidation,TX
6 years,030xx,0,2800.0,Credit and Car Consolidation,NH
< 1 year,949xx,0,19200.0,Credit card refinancing,CA
5 years,967xx,1,12000.0,Credit card refinancing,HI
10+ years,826xx,0,26500.0,credit cards,WY
10+ years,325xx,0,35000.0,Home improvement,FL
3 years,117xx,0,9600.0,Personal Loan,NY
10+ years,334xx,1,28000.0,Home improvement,FL
< 1 year,630xx,1,1500.0,Other,MO
< 1 year,112xx,0,15000.0,January Wedding Loan,NY
2 years,925xx,0,3825.0,Personal,CA
2 years,786xx,1,20000.0,Debt consolidation,TX
3 years,731xx,0,16925.0,Debt consolidation,OK
2 years,799xx,0,7000.0,Debt consolidation,TX
7 years,142xx,0,7500.0,Debt Payoff,NY
5 years,378xx,1,35000.0,Home improvement,TN
1 year,913xx,1,12000.0,Debt consolidation,CA
< 1 year,252xx,1,21000.0,Debt consolidation,WV
8 years,928xx,0,11775.0,Debt consolidation,CA
7 years,109xx,1,32475.0,Debt consolidation,NY
10+ years,748xx,0,18000.0,Debt consolidation,OK
10+ years,917xx,1,17000.0,Credit card refinancing,CA
2 years,301xx,0,7800.0,Credit card refinancing,GA
10+ years,681xx,0,20000.0,Debt consolidation,NE
5 years,481xx,0,7500.0,Debt consolidation,MI
10+ years,010xx,0,10000.0,Debt consolidation,MA
10+ years,850xx,1,14875.0,Debt consolidation,AZ
< 1 year,943xx,0,3000.0,Moving and relocation,CA
8 years,691xx,0,14000.0,Credit card refinancing,NE
10+ years,173xx,0,1650.0,Credit card refinancing,PA
9 years,086xx,0,33425.0,Debt consolidation,NJ
3 years,531xx,1,4200.0,Debt consolidation,WI
10+ years,878xx,0,5300.0,Major purchase,NM
10+ years,613xx,0,10000.0,Debt consolidation,IL
9 years,937xx,0,20000.0,Consoldating Debt,CA
5 years,111xx,0,13800.0,Purchases,NY
10+ years,076xx,0,20000.0,Debt consolidation,NJ
8 years,231xx,0,30000.0,Credit card refinancing,VA
3 years,300xx,0,9000.0,Credit card refinancing,GA
10+ years,615xx,0,15000.0,Home improvement,IL
10+ years,352xx,0,35000.0,Debt consolidation,AL
1 year,850xx,0,5000.0,Credit card refinancing,AZ
10+ years,207xx,0,28000.0,Credit card refinancing,MD
10+ years,930xx,0,8000.0,Home improvement,CA
10+ years,297xx,0,8400.0,Home improvement,SC
6 years,705xx,1,12975.0,Debt consolidation,LA
10+ years,495xx,0,3400.0,Debt consolidation,MI
4 years,957xx,0,36000.0,Debt consolidation,CA
2 years,551xx,0,16000.0,Credit Card Debt Consolidation,MN
4 years,800xx,0,17000.0,Debt consolidation,CO
1 year,337xx,0,10000.0,Credit card refinancing,FL
5 years,113xx,0,7000.0,Debt consolidation,NY
1 year,606xx,0,8000.0,Debt consolidation,IL
2 years,357xx,0,7800.0,Debt consolidation,AL
1 year,166xx,0,23000.0,Debt Consolidation Loan,PA
3 years,686xx,0,17000.0,Credit card refinancing,NE
10+ years,633xx,0,3600.0,Other,MO
2 years,232xx,1,15000.0,Debt consolidation,VA
< 1 year,070xx,0,20000.0,Debt consolidation,NJ
1 year,546xx,1,9000.0,Debt consolidation,WI
10+ years,071xx,0,4500.0,Debt consolidation,NJ
7 years,355xx,0,7500.0,CONSOLIDATE BILLS,AL
9 years,955xx,0,24000.0,Debt consolidation,CA
8 years,563xx,0,15000.0,Debt consolidation,MN
3 years,630xx,0,8400.0,Debt consolidation,MO
10+ years,425xx,0,25000.0,Credit card refinancing,KY
< 1 year,787xx,0,6000.0,New Job - Consolidating Moving Costs,TX
10+ years,285xx,0,3500.0,Replacement Engine,NC
10+ years,368xx,0,25000.0,Credit card refinancing,AL
10+ years,277xx,0,15000.0,Credit card refinancing,NC
< 1 year,600xx,1,18000.0,Debt consolidation,IL
10+ years,705xx,0,20000.0,Debt Consolidation,LA
3 years,117xx,1,11000.0,Credit card refinancing,NY
5 years,531xx,1,11550.0,Debt consolidation,WI
< 1 year,934xx,0,7500.0,Debt consolidation,CA
3 years,721xx,0,6500.0,Medical expenses,AR
10+ years,070xx,0,25000.0,Debt consolidation,NJ
6 years,900xx,0,13500.0,Credit card refinancing,CA
7 years,982xx,0,25000.0,Debt consolidation,WA
1 year,282xx,1,8400.0,Credit card refinancing,NC
2 years,288xx,0,8500.0,Debt consolidation,NC
10+ years,949xx,0,10000.0,Major purchase,CA
3 years,633xx,0,10000.0,Credit card refinancing,MO
6 years,330xx,0,10200.0,Debt consolidation,FL
5 years,086xx,0,20000.0,Debt consolidation,NJ
10+ years,109xx,0,8325.0,Consolidation ,NY
5 years,334xx,0,5000.0,my loan,FL
3 years,959xx,0,1900.0,Debt consolidation,CA
2 years,057xx,0,5900.0,Moving and relocation,VT
10+ years,483xx,0,15000.0,Debt consolidation,MI
10+ years,920xx,0,18000.0,Credit card refinancing,CA
7 years,458xx,0,4500.0,Bike loan,OH
6 years,391xx,1,20000.0,Debt consolidation,MS
8 years,021xx,0,10000.0,China vacation,MA
9 years,893xx,0,15000.0,Credit card refinancing,NV
10+ years,913xx,0,3500.0,Credit card refinancing,CA
4 years,388xx,0,15000.0,Debt consolidation,MS
5 years,494xx,1,6000.0,Credit card refinancing,MI
2 years,211xx,0,30000.0,Credit card refinancing,MD
1 year,320xx,0,3500.0,Medical expenses,FL
3 years,531xx,1,3000.0,Car financing,WI
10+ years,319xx,0,29700.0,debt consolidation,GA
1 year,731xx,0,13000.0,Debt consolidation,OK
9 years,847xx,0,32025.0,Debt consolidation,UT
2 years,916xx,0,19825.0,Debt consolidation,CA
10+ years,305xx,0,12000.0,better rate loan,GA
7 years,944xx,0,12000.0,Debt consolidation,CA
10+ years,491xx,1,17000.0,New Beginning,MI
10+ years,700xx,0,11425.0,Credit card refinancing,LA
10+ years,850xx,0,40000.0,Debt consolidation,AZ
10+ years,070xx,0,25000.0,Debt consolidation,NJ
10+ years,548xx,1,10000.0,breath easier,WI
5 years,713xx,1,22800.0,Debt consolidation,LA
5 years,112xx,1,8000.0,Credit card refinancing,NY
10+ years,460xx,1,16000.0,Debt consolidation,IN
8 years,337xx,0,2000.0,Debt consolidation,LA
4 years,286xx,0,6675.0,Major purchase,NC
10+ years,027xx,0,5000.0,mustang,MA
10+ years,018xx,0,21600.0,Debt consolidation,MA
1 year,070xx,0,34000.0,Debt consolidation,NJ
10+ years,104xx,1,35000.0,Home improvement,NY
10+ years,926xx,0,25000.0,Credit card refinancing,CA
1 year,925xx,1,8000.0,Credit card refinancing,CA
10+ years,980xx,0,5000.0,consolidation ,WA
10+ years,926xx,0,5000.0,Debt consolidation,CA
< 1 year,290xx,0,28000.0,Credit card refinancing,SC
< 1 year,018xx,0,6025.0,Debt consolidation,MA
10+ years,350xx,0,40000.0,Other,AL
10+ years,637xx,1,6000.0,Debt consolidation,MO
10+ years,611xx,0,8000.0,Debt consolidation,IL
8 years,800xx,0,8000.0,Credit card refinancing,CO
10+ years,774xx,0,25700.0,Debt consolidation,TX
8 years,782xx,0,23000.0,Credit card refinancing,TX
10+ years,705xx,0,15000.0,Pay off US Bank and Citibank VISA,LA
2 years,331xx,0,9000.0,Other,FL
10+ years,320xx,1,21000.0,Credit card refinancing,FL
7 years,440xx,0,4000.0,Debt consolidation,OH
10+ years,611xx,0,35000.0,Debt consolidation,IL
10+ years,957xx,0,18000.0,Debt consolidation,CA
10+ years,481xx,0,15000.0,Home buying,MI
10+ years,360xx,0,10000.0,Credit card refinancing,AL
1 year,301xx,0,21000.0,LendingClubLoan,GA
7 years,020xx,0,15000.0,Credit payoff,MA
10+ years,945xx,0,25000.0,Debt consolidation,CA
9 years,170xx,0,18225.0,Credit Consolidation Loan,PA
9 years,542xx,0,9000.0,Debt consolidation,WI
4 years,852xx,1,15000.0,Debt consolidation,AZ
< 1 year,335xx,0,16000.0,Debt consolidation,FL
10+ years,028xx,0,15000.0,Debt consolidation,RI
< 1 year,900xx,0,10000.0,Credit card refinancing,CA
1 year,752xx,0,9600.0,Debt consolidation,TX
10+ years,980xx,0,10000.0,Credit card refinancing,WA
5 years,711xx,1,20525.0,Debt consolidation,LA
1 year,553xx,0,7000.0,Credit card refinancing,MN
5 years,379xx,0,12000.0,Credit card refinancing,TN
10+ years,174xx,0,13000.0,Credit card refinancing,PA
10+ years,711xx,1,16000.0,Debt consolidation,LA
3 years,112xx,0,6000.0,pedro,NY
10+ years,797xx,0,11000.0,Home improvement,TX
10+ years,775xx,1,15000.0,Debt consolidation,TX
10+ years,017xx,0,16000.0,Debt consolidation,MA
10+ years,301xx,0,14400.0,Credit card refinancing,GA
3 years,773xx,0,40000.0,Debt consolidation,TX
2 years,337xx,0,23650.0,Debt consolidation,FL
10+ years,919xx,0,6800.0,Debt consolidation,CA
8 years,302xx,0,21000.0,Bill Consolidation,GA
10+ years,913xx,0,11250.0,Home improvement,CA
4 years,837xx,0,16000.0,Debt consolidation,ID
10+ years,622xx,0,28000.0,Debt Consol,IL
6 years,810xx,0,16000.0,Credit card refinancing,CO
< 1 year,112xx,1,14075.0,Debt consolidation,NY
10+ years,156xx,1,2400.0,Other,PA
10+ years,483xx,0,4000.0,Debt consolidation,MI
5 years,641xx,1,10000.0,Credit card refinancing,MO
10+ years,705xx,1,18000.0,cosolidation,LA
3 years,316xx,0,3025.0,Debt consolidation,GA
3 years,021xx,0,20000.0,Debt consolidation,MA
3 years,606xx,0,6500.0,Loan Consolidation,IL
10+ years,622xx,0,15000.0,Debt consolidation,IL
2 years,217xx,0,33000.0,Debt consolidation,MD
9 years,600xx,1,8000.0,Debt consolidation,IL
10+ years,088xx,0,23000.0,Debt consolidation,NJ
5 years,926xx,0,12000.0,on the right track,CA
8 years,541xx,0,4800.0,Debt consolidation,WI
10+ years,928xx,0,15000.0,BofAWellsMC,CA
4 years,148xx,0,23700.0,Credit card refinancing,NY
8 years,087xx,0,12000.0,Other,NJ
4 years,374xx,0,7575.0,Debt consolidation,TN
10+ years,103xx,1,18000.0,Debt consolidation,NY
5 years,773xx,0,21000.0,Home improvement,TX
10+ years,430xx,1,9000.0,Debt consolidation,OH
6 years,176xx,0,12000.0,Debt consolidation,PA
4 years,799xx,1,8000.0,Credit card refinancing,TX
4 years,945xx,0,10000.0,Medical expenses,CA
3 years,241xx,1,10500.0,get rid of credit cards,VA
< 1 year,853xx,0,11300.0,Debt consolidation,AZ
4 years,941xx,0,19550.0,Debt consolidation,CA
10+ years,305xx,1,16000.0,Credit card refinancing,GA
10+ years,088xx,0,8000.0,Credit card refinancing,NJ
10+ years,856xx,0,15000.0,Home improvement,AZ
10+ years,915xx,0,21000.0,Debt consolidation,CA
8 years,173xx,0,20000.0,Debt consolidation,PA
2 years,953xx,0,8000.0,Debt consolidation,CA
2 years,207xx,0,4950.0,Home improvement,MD
10+ years,131xx,0,12000.0,Debt consolidation,NY
9 years,800xx,0,15000.0,Credit Card Debt Consolidation,CO
8 years,445xx,0,10000.0,Debt consolidation,OH
10+ years,925xx,0,15000.0,Debt consolidation,CA
3 years,730xx,0,3000.0,Other,OK
1 year,914xx,0,35000.0,Home improvement,CA
2 years,945xx,1,16000.0,Consolidation,CA
6 years,212xx,0,12000.0,Credit card refinancing,MD
4 years,734xx,0,9450.0,Credit card repayment,OK
10+ years,317xx,1,16000.0,Debt consolidation,GA
6 years,703xx,0,4000.0,Credit Card bill payment,LA
5 years,937xx,0,10000.0,Debt consolidation,CA
10+ years,782xx,0,4250.0,Credit card refinancing,TX
10+ years,113xx,0,15000.0,Home improvement,NY
1 year,342xx,0,15000.0,Car financing,FL
4 years,145xx,0,7000.0,Credit card refinancing,NY
9 years,672xx,0,30800.0,Debt consolidation,KS
1 year,100xx,0,20000.0,Credit card refinancing,NY
10+ years,627xx,0,7300.0,Debt consolidation,IL
4 years,936xx,0,4000.0,Debt Loan,CA
2 years,070xx,0,20000.0,Debt consolidation,NJ
10+ years,305xx,0,12000.0,Debt consolidation,GA
4 years,334xx,1,12000.0,Debt consolidation,FL
9 years,078xx,0,33000.0,Debt consolidation,NJ
2 years,760xx,1,5000.0,Home improvement,TX
10+ years,296xx,0,14400.0,Debt consolidation,SC
10+ years,496xx,0,12000.0,Debt consolidation,MI
7 years,190xx,0,8000.0,Debt consolidation,PA
8 years,840xx,0,23850.0,credit card refinance,UT
10+ years,600xx,0,10000.0,CC Payments,IL
10+ years,952xx,0,6000.0,Debt consolidation,CA
7 years,800xx,0,21000.0,Home improvement,CO
10+ years,067xx,0,7200.0,Debt consolidation,CT
10+ years,914xx,0,25000.0,Credit card refinancing,CA
2 years,928xx,0,17000.0,Home improvement,CA
10+ years,744xx,1,25000.0,Credit card refinancing,OK
3 years,851xx,0,28000.0,Debt consolidation,AZ
10+ years,146xx,0,22000.0,Debt consolidation,NY
10+ years,553xx,1,32200.0,Debt consolidation,MN
9 years,853xx,0,21175.0,Debt consolidation,AZ
6 years,081xx,0,14400.0,Credit card refinancing,NJ
2 years,198xx,0,6400.0,Home improvement,DE
10+ years,605xx,0,15000.0,Debt consolidation,IL
9 years,996xx,0,10000.0,Debt Loan,AK
2 years,841xx,0,12000.0,Debt consolidation,UT
10+ years,233xx,0,21000.0,Credit card refinancing,VA
7 years,532xx,1,7500.0,Home improvement,WI
1 year,330xx,0,14450.0,Major purchase,FL
3 years,377xx,0,14675.0,Credit card payoff,TN
10+ years,907xx,0,1000.0,Other,CA
< 1 year,970xx,0,24000.0,Other,OR
7 years,106xx,1,27050.0,Bills,NY
10+ years,201xx,0,7200.0,Boost Credit Score,VA
10+ years,302xx,0,14000.0,Debt consolidation,GA
8 years,070xx,0,18000.0,Credit card refinancing,NJ
9 years,115xx,0,10000.0,Credit card refinancing,NY
10+ years,953xx,0,10000.0,Debt consolidation,CA
8 years,992xx,0,10000.0,pay off my cards,WA
4 years,327xx,0,11200.0,Debt consolidation,FL
10+ years,326xx,0,10000.0,Credit card refinancing,FL
3 years,801xx,0,24000.0,Debt consolidation,CO
3 years,334xx,1,6400.0,Debt consolidation,FL
3 years,120xx,1,15000.0,Debt consolidation,NY
6 years,177xx,1,15000.0,Credit Card Consolidation,PA
5 years,358xx,0,21000.0,Credit card refinancing,AL
2 years,727xx,0,16000.0,Medical expenses,AR
9 years,660xx,0,15000.0,Credit card refinancing,KS
9 years,381xx,1,20000.0,Debt consolidation,TN
2 years,334xx,0,10350.0,Major purchase,FL
10+ years,958xx,1,18000.0,Debt consolidation,CA
< 1 year,705xx,0,17500.0,Debt consolidation,LA
10+ years,333xx,0,10400.0,Credit card refinancing,FL
1 year,853xx,0,9600.0,Debt consolidation,AZ
< 1 year,998xx,0,9325.0,Debt consolidation,AK
3 years,112xx,0,13000.0,Debt Consolidation,NY
5 years,460xx,0,3500.0,Credit card refinancing,IN
7 years,989xx,0,7500.0,Funeral Loan,WA
2 years,432xx,1,15725.0,Debt consolidation,OH
< 1 year,462xx,0,15000.0,Credit card refinancing,IN
10+ years,359xx,1,1500.0,Other,AL
3 years,341xx,0,10000.0,Debt consolidation,FL
8 years,951xx,0,8975.0,Loan used to consolidate personal credit,CA
10+ years,016xx,0,10000.0,Debt consolidation,MA
9 years,871xx,1,11000.0,Home improvement,NM
7 years,855xx,1,32150.0,Debt consolidation,AZ
1 year,880xx,0,21600.0,Debt consolidation,NM
10+ years,381xx,0,6000.0,Credit card refinancing,TN
3 years,951xx,1,15000.0,Other,CA
< 1 year,283xx,0,18000.0,Debt consolidation,NC
8 years,601xx,0,12150.0,Home improvement,IL
5 years,531xx,0,7500.0,Debt consolidation,WI
10+ years,741xx,0,4000.0,Other,OK
5 years,553xx,0,9500.0,Debt consolidation,MN
10+ years,741xx,0,10500.0,"credit card, loan payoff, home improveme",OK
8 years,275xx,0,15350.0,Debt Freedom,NC
10+ years,046xx,0,5000.0,Debt consolidation,ME
10+ years,150xx,0,8575.0,Debt consolidation,PA
7 years,207xx,0,10000.0,Debt consolidation,MD
10+ years,017xx,1,12000.0,Debt consolidation,MA
10+ years,731xx,0,35200.0,Debt consolidation,OK
1 year,606xx,0,9650.0,Debt consolidation,IL
3 years,630xx,0,5000.0,Debt consolidation,MO
3 years,070xx,0,10000.0,Credit card refinancing,NJ
< 1 year,786xx,0,12000.0,Debt consolidation,TX
10+ years,275xx,0,21000.0,Credit card refinancing,NC
3 years,981xx,0,11200.0,Credit card refinancing,WA
10+ years,980xx,0,10000.0,Debt consolidation,WA
10+ years,977xx,0,5000.0,Home improvement,OR
10+ years,927xx,0,6000.0,fix my house live better,CA
10+ years,921xx,0,11200.0,Debt consolidation,CA
8 years,801xx,0,7000.0,Debt Consolidation,CO
10+ years,785xx,0,24000.0,Debt consolidation,TX
1 year,480xx,1,11625.0,Business,MI
4 years,612xx,0,5600.0,Home improvement,IL
2 years,080xx,0,5000.0,Refinancing credit card for a better rate,NJ
10+ years,114xx,1,7200.0,Major purchase,NY
7 years,553xx,0,21075.0,Credit card refinancing,MN
5 years,064xx,0,7000.0,MINE,CT
4 years,625xx,1,16000.0,Debt consolidation,IL
5 years,956xx,1,8000.0,Other,CA
10+ years,334xx,0,14000.0,Debt consolidation,FL
2 years,760xx,0,25000.0,Debt consolidation,TX
1 year,949xx,0,24000.0,Debt consolidation,CA
5 years,111xx,0,7000.0,Credit card refinancing,NY
10+ years,787xx,1,20000.0,Debt consolidation,TX
5 years,802xx,0,12000.0,Credit card refinancing,CO
2 years,486xx,0,7200.0,Debt consolidation,MI
4 years,926xx,0,10000.0,Debt consolidation,CA
1 year,980xx,0,5000.0,Other,WA
8 years,062xx,1,15000.0,Debt consolidation,CT
10+ years,166xx,1,25000.0,Debt consolidation,PA
1 year,804xx,0,8000.0,Credit card refinancing,CO
3 years,932xx,0,7550.0,Debt consolidation,CA
5 years,605xx,0,20000.0,Other,IL
8 years,986xx,0,13200.0,Home improvement,WA
10+ years,302xx,0,15275.0,Debt consolidation,GA
10+ years,601xx,0,30000.0,Debt consolidation,IL
10+ years,945xx,0,10000.0,Debt consolidation,CA
9 years,276xx,0,15000.0,Other,NC
6 years,234xx,0,16000.0,Trailer,VA
2 years,750xx,1,18450.0,Debt consolidation,TX
2 years,296xx,0,3500.0,Debt consolidation,SC
5 years,113xx,0,14000.0,Debt consolidation,NY
10+ years,334xx,0,35000.0,Debt consolidation,FL
2 years,201xx,0,3000.0,Debt consolidation,VA
7 years,981xx,0,11000.0,Debt consolidation,WA
< 1 year,303xx,0,13000.0,Card Payoff,GA
10+ years,486xx,0,13000.0,Debt consolidation,MI
6 years,290xx,0,10000.0,credit card debt,SC
2 years,212xx,0,2500.0,Vacation,MD
10+ years,760xx,0,18000.0,Debt consolidation,TX
10+ years,600xx,0,16000.0,Credit Card ,IL
4 years,913xx,0,6000.0,Debt consolidation,CA
1 year,913xx,1,20000.0,Debt consolidation,CA
4 years,193xx,0,24000.0,Debt Consolidation Loan,PA
10+ years,788xx,0,32000.0,Debt consolidation,TX
10+ years,021xx,1,18300.0,Debt consolidation,MA
< 1 year,027xx,0,35000.0,Debit Consol - home improvement,MA
6 years,700xx,0,15000.0,Payoff,LA
10+ years,190xx,0,11875.0,Debt consolidation,PA
10+ years,300xx,0,12000.0,Blue12,GA
10+ years,477xx,0,7000.0,Debt consolidation,IN
10+ years,805xx,0,16000.0,Debt consolidation,CO
10+ years,338xx,0,40000.0,Credit card refinancing,FL
10+ years,853xx,0,20000.0,Debt consolidation,AZ
4 years,100xx,0,5000.0,Other,NY
9 years,208xx,0,22000.0,Credit card refinancing,MD
10+ years,208xx,0,14400.0,Credit card refinancing,MD
6 years,891xx,1,8000.0,Vacation,NV
